(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:31:24.376, 	1, 	2, 	19.2848, 	22.3299, 	1, 	4, 	2.432, 	(-0.791607,0.268196);
17:31:24.396, 	1, 	2, 	31.2213, 	26.4261, 	1, 	4, 	2.432, 	(0.486452,0.572227);
17:31:24.417, 	1, 	2, 	30.3232, 	25.2625, 	1, 	4, 	2.432, 	(0.525797,0.0209005);
17:31:24.437, 	1, 	2, 	29.5682, 	25.9916, 	1, 	4, 	2.432, 	(-0.417925,-0.172221);
17:31:24.458, 	1, 	2, 	32.3916, 	20.806, 	1, 	4, 	2.432, 	(-0.184696,0.0520292);
17:31:24.477, 	1, 	2, 	29.5992, 	21.416, 	1, 	4, 	2.432, 	(-0.142998,0.0712473);
17:31:24.497, 	1, 	2, 	30.3883, 	25.9551, 	1, 	4, 	2.432, 	(-0.558754,-0.538029);
17:31:24.517, 	1, 	2, 	32.7315, 	25.4175, 	1, 	4, 	2.736, 	(-0.739246,0.569558);
17:31:24.537, 	1, 	2, 	31.2731, 	27.3345, 	1, 	4, 	2.736, 	(-0.128158,-0.803007);
17:31:24.558, 	1, 	2, 	30.0174, 	26.3739, 	1, 	4, 	3.04, 	(0.531735,0.73575);
17:31:24.578, 	1, 	2, 	31.5834, 	20.9309, 	1, 	4, 	3.04, 	(0.220036,-0.0466083);
17:31:24.598, 	1, 	2, 	25.6013, 	19.7929, 	1, 	4, 	3.04, 	(0.237235,-0.128549);
17:31:24.618, 	1, 	2, 	28.7537, 	20.9333, 	1, 	4, 	3.04, 	(0.0808058,0.118586);
17:31:24.638, 	1, 	2, 	31.7738, 	20.5331, 	1, 	4, 	3.04, 	(0.123545,-0.182314);
17:31:24.658, 	1, 	2, 	23.8461, 	19.8963, 	1, 	4, 	3.04, 	(-0.216782,-0.150467);
17:31:24.679, 	1, 	2, 	29.3647, 	25.9519, 	1, 	4, 	3.04, 	(-0.648552,-0.823794);
17:31:24.699, 	1, 	2, 	33.4712, 	25.3911, 	1, 	4, 	3.04, 	(0.171824,0.799519);
