(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:05.088, 	1, 	2, 	18.6903, 	19.3454, 	1, 	8, 	3.04, 	(-0.236939,0.134209);
15:42:05.108, 	1, 	2, 	19.1085, 	21.5618, 	1, 	8, 	3.04, 	(-0.163221,-0.0868961);
15:42:05.129, 	1, 	2, 	17.1085, 	19.8119, 	1, 	8, 	3.04, 	(-0.0611771,-0.212882);
15:42:05.168, 	1, 	2, 	18.6044, 	18.7493, 	1, 	8, 	3.04, 	(-0.137316,0.191018);
15:42:05.170, 	1, 	2, 	17.518, 	19.1457, 	1, 	8, 	3.04, 	(0.121461,0.0208655);
15:42:05.190, 	1, 	2, 	19.3959, 	19.4896, 	1, 	8, 	3.04, 	(-0.0465409,-0.221271);
15:42:05.210, 	1, 	2, 	15.3261, 	19.6377, 	1, 	4, 	3.04, 	(0.193973,-0.140903);
15:42:05.224, 	1, 	2, 	15.9217, 	19.6518, 	1, 	-1.38778e-15, 	3.04, 	(0.075031,0.247017);
15:42:05.240, 	1, 	2, 	14.7252, 	13.3973, 	1, 	-1.38778e-15, 	3.04, 	(-0.0272714,-0.0887773);
15:42:05.271, 	1, 	2, 	14.8743, 	15.745, 	1, 	-1.38778e-15, 	3.04, 	(-0.109306,-0.0626486);
15:42:05.280, 	1, 	2, 	17.3823, 	19.5944, 	1, 	-1.38778e-15, 	3.04, 	(0.080258,0.198883);
15:42:05.301, 	1, 	2, 	15.9679, 	18.5542, 	1, 	-1.38778e-15, 	3.04, 	(-0.0184467,0.126099);
15:42:05.320, 	1, 	2, 	13.4161, 	15.6294, 	1, 	-1.38778e-15, 	3.04, 	(-0.0992579,0.145301);
15:42:05.340, 	1, 	2, 	15.3253, 	17.6337, 	1, 	-1.38778e-15, 	3.04, 	(0.0166461,-0.161699);
15:42:05.370, 	1, 	2, 	13.6692, 	14.3499, 	1, 	-1.38778e-15, 	3.04, 	(0.0598528,0.0783565);
15:42:05.381, 	1, 	2, 	14.2821, 	16.543, 	1, 	-1.38778e-15, 	3.04, 	(-0.0953495,-0.148001);
15:42:05.401, 	0, 	2, 	12.2376, 	14.38, 	1, 	-1.38778e-15, 	3.04, 	(-0.00625548,0.0436818);
15:42:05.421, 	1, 	2, 	13.1421, 	14.5725, 	1, 	4, 	2.736, 	(-0.0969527,0.0052195);
15:42:05.441, 	1, 	2, 	13.5622, 	18.0335, 	1, 	4, 	2.736, 	(-0.0901425,0.163204);
15:42:05.481, 	1, 	2, 	11.727, 	18.6751, 	1, 	4, 	2.736, 	(0.0629749,0.11707);
15:42:05.482, 	1, 	2, 	14.273, 	16.0358, 	1, 	4, 	2.736, 	(0.127996,-0.126187);
15:42:05.502, 	1, 	2, 	13.8774, 	17.0413, 	1, 	4, 	2.736, 	(0.126723,-0.126297);
15:42:05.522, 	1, 	2, 	15.9381, 	16.5634, 	1, 	4, 	2.736, 	(-0.00397553,-0.118382);
