(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
14:44:17.587, 	1, 	2, 	28.858, 	26.2344, 	1, 	4, 	2.432, 	(0.963253,0.166484);
14:44:17.607, 	1, 	2, 	19.3044, 	21.0274, 	1, 	4, 	2.432, 	(0.378615,0.542043);
14:44:17.630, 	1, 	2, 	22.5023, 	25.5677, 	1, 	4, 	2.432, 	(-0.791045,-0.545899);
14:44:17.648, 	1, 	2, 	28.2329, 	25.6984, 	1, 	4, 	2.432, 	(-0.670067,-0.274275);
14:44:17.668, 	1, 	2, 	29.2011, 	26.2233, 	1, 	4, 	2.736, 	(0.902859,-0.110653);
14:44:17.689, 	1, 	2, 	22.2772, 	24.7402, 	1, 	4, 	2.736, 	(0.000453117,-0.904952);
14:44:17.709, 	1, 	2, 	26.6707, 	25.9837, 	1, 	4, 	3.04, 	(0.231925,-0.903581);
14:44:17.729, 	1, 	2, 	28.875, 	22.2047, 	1, 	4, 	3.04, 	(0.111333,0.348446);
14:44:17.749, 	1, 	2, 	29.9325, 	25.9943, 	1, 	4, 	3.04, 	(-0.750224,0.365406);
14:44:17.769, 	1, 	2, 	29.2787, 	25.5905, 	1, 	4, 	3.04, 	(-0.023712,0.738569);
14:44:17.789, 	1, 	2, 	28.1758, 	25.3452, 	1, 	4, 	3.04, 	(-0.484547,0.415219);
14:44:17.809, 	1, 	2, 	18.9645, 	22.679, 	1, 	4, 	3.04, 	(-0.836261,-0.111007);
14:44:17.829, 	1, 	2, 	29.3649, 	26.5849, 	1, 	4, 	3.04, 	(-0.390573,-0.71984);
14:44:17.849, 	1, 	2, 	27.5921, 	26.1484, 	1, 	4, 	3.04, 	(0.268668,-0.642596);
14:44:17.869, 	1, 	2, 	27.1383, 	26.3368, 	1, 	4, 	3.04, 	(0.342327,0.420259);
14:44:17.890, 	1, 	2, 	29.0809, 	26.8298, 	1, 	4, 	3.04, 	(-0.77001,0.267879);
14:44:17.910, 	1, 	2, 	25.3286, 	25.9539, 	1, 	4, 	3.04, 	(-0.690311,0.572549);
14:44:17.930, 	1, 	2, 	27.4857, 	26.9022, 	1, 	4, 	3.04, 	(-0.258934,-0.504147);
14:44:17.950, 	1, 	2, 	20.0625, 	24.0372, 	1, 	4, 	3.04, 	(0.766126,-0.44946);
14:44:17.970, 	1, 	2, 	22.1538, 	25.2084, 	1, 	-1.249e-14, 	3.04, 	(-0.892858,0.00396905);
14:44:17.990, 	1, 	2, 	25.4217, 	25.1544, 	1, 	-1.249e-14, 	3.04, 	(0.647974,-0.193473);
14:44:18.012, 	1, 	2, 	19.1189, 	22.5424, 	1, 	-1.249e-14, 	3.04, 	(-0.581877,-0.229234);
14:44:18.031, 	1, 	2, 	22.3343, 	23.8918, 	1, 	-1.249e-14, 	3.04, 	(-0.500798,-0.385654);
14:44:18.051, 	1, 	2, 	24.7506, 	26.8956, 	1, 	-1.249e-14, 	3.04, 	(0.879844,-0.124503);
14:44:18.071, 	1, 	2, 	19.7586, 	22.5849, 	1, 	-1.249e-14, 	3.04, 	(0.795755,-0.00274822);
14:44:18.091, 	1, 	2, 	21.7142, 	25.0164, 	1, 	-1.249e-14, 	3.04, 	(0.610553,-0.592881);
14:44:18.111, 	1, 	2, 	24.3921, 	26.2408, 	1, 	-1.249e-14, 	3.04, 	(-0.472536,-0.723526);
14:44:18.132, 	1, 	2, 	27.0323, 	25.1341, 	1, 	-1.249e-14, 	3.04, 	(-0.478843,-0.13961);
14:44:18.152, 	1, 	2, 	19.7458, 	23.1076, 	1, 	-1.249e-14, 	3.04, 	(-0.758662,-0.0101094);
14:44:18.172, 	1, 	2, 	27.658, 	25.3178, 	1, 	-1.249e-14, 	3.04, 	(-0.541899,-0.435377);
14:44:18.192, 	1, 	2, 	24.6238, 	25.5214, 	1, 	-1.249e-14, 	3.04, 	(-0.335626,-0.46672);
14:44:18.212, 	1, 	2, 	19.5367, 	22.8038, 	1, 	-1.249e-14, 	3.04, 	(0.207506,-0.721637);
14:44:18.232, 	1, 	2, 	22.2199, 	25.2357, 	1, 	-1.249e-14, 	3.04, 	(0.337509,-0.738947);
14:44:18.253, 	1, 	2, 	25.4165, 	24.7405, 	1, 	-1.249e-14, 	3.04, 	(0.0533693,0.576096);
14:44:18.273, 	1, 	2, 	18.6306, 	23.3488, 	1, 	-1.249e-14, 	3.04, 	(-0.161031,0.725075);
14:44:18.294, 	1, 	2, 	21.8875, 	24.2323, 	1, 	-1.249e-14, 	3.04, 	(-0.272591,0.747698);
14:44:18.313, 	1, 	2, 	23.4992, 	26.397, 	1, 	-1.249e-14, 	3.04, 	(-0.664235,-0.462136);
14:44:18.333, 	1, 	2, 	25.4184, 	24.3529, 	1, 	-1.249e-14, 	3.04, 	(-0.430505,0.288198);
14:44:18.353, 	1, 	2, 	26.678, 	25.4571, 	1, 	-1.249e-14, 	3.04, 	(-0.706465,-0.256856);
14:44:18.373, 	1, 	2, 	24.9448, 	24.4223, 	1, 	-1.249e-14, 	3.04, 	(0.535438,0.383707);
14:44:18.394, 	1, 	2, 	24.2529, 	24.8567, 	1, 	-1.249e-14, 	3.04, 	(-0.502275,0.0381442);
14:44:18.414, 	1, 	2, 	19.1738, 	23.1856, 	1, 	-1.249e-14, 	3.04, 	(0.69162,-0.112207);
14:44:18.434, 	1, 	2, 	22.205, 	24.4645, 	1, 	-1.249e-14, 	3.04, 	(-0.491803,0.54722);
14:44:18.454, 	1, 	2, 	25.3349, 	24.0134, 	1, 	-1.249e-14, 	3.04, 	(-0.525947,0.10655);
14:44:18.475, 	1, 	2, 	26.8537, 	25.7897, 	1, 	-1.249e-14, 	3.04, 	(0.609315,0.398478);
14:44:18.494, 	1, 	2, 	26.8116, 	24.7081, 	1, 	-1.249e-14, 	3.04, 	(0.257187,-0.366084);
14:44:18.514, 	1, 	2, 	25.1481, 	24.239, 	1, 	-1.249e-14, 	3.04, 	(0.371604,0.0825214);
14:44:18.535, 	1, 	2, 	23.8166, 	22.9181, 	1, 	-1.249e-14, 	3.04, 	(0.284389,-0.343021);
14:44:18.555, 	0, 	2, 	20.2636, 	22.9181, 	1, 	-1.249e-14, 	3.04, 	(0.284389,-0.343021);
14:44:18.575, 	1, 	2, 	24.7971, 	23.5815, 	1, 	4, 	2.736, 	(-0.276889,0.281701);
14:44:18.589, 	1, 	1, 	21.806, 	16.3589, 	0, 	4, 	2.432, 	(-0.634927,-0.429684);(-0.323726,1.05732);(1.4919,-1.39092);(-1.73298,0.920943);
14:44:18.615, 	1, 	2, 	19.2536, 	22.6473, 	1, 	4, 	2.432, 	(0.549887,0.244605);
14:44:18.635, 	1, 	2, 	20.2603, 	24.0021, 	1, 	4, 	2.432, 	(-0.509884,0.307614);
14:44:18.655, 	1, 	2, 	24.1744, 	24.9528, 	1, 	4, 	2.432, 	(0.424388,-0.141972);
14:44:18.676, 	1, 	2, 	23.0334, 	24.3412, 	1, 	4, 	2.432, 	(-0.292497,-0.473911);
14:44:18.696, 	1, 	2, 	23.0964, 	26.0531, 	1, 	4, 	2.432, 	(-0.267334,-0.611251);
14:44:18.716, 	1, 	2, 	23.0779, 	25.9185, 	1, 	4, 	2.432, 	(0.588001,-0.115424);
14:44:18.737, 	1, 	2, 	22.4053, 	25.8024, 	1, 	4, 	2.432, 	(-0.701048,-0.195498);
14:44:18.756, 	1, 	2, 	22.0452, 	25.6454, 	1, 	4, 	2.736, 	(0.685621,-0.0671646);
14:44:18.776, 	1, 	2, 	20.3171, 	24.9651, 	1, 	4, 	2.736, 	(0.71344,-0.0634083);
14:44:18.797, 	1, 	2, 	21.1963, 	25.2139, 	1, 	4, 	3.04, 	(-0.692635,0.0923671);
14:44:18.817, 	1, 	2, 	22.6984, 	25.2632, 	1, 	4, 	3.04, 	(-0.093817,0.659176);
14:44:18.837, 	1, 	2, 	23.8286, 	25.0064, 	1, 	4, 	3.04, 	(0.540151,0.260722);
14:44:18.858, 	1, 	2, 	22.281, 	25.5545, 	1, 	4, 	3.04, 	(-0.686186,-0.148104);
14:44:18.878, 	0, 	2, 	16.8469, 	19.4188, 	1, 	4, 	3.04, 	(-0.204817,0.213536);
14:44:18.899, 	1, 	2, 	19.3863, 	21.1926, 	1, 	8, 	2.736, 	(-0.221223,0.308054);
14:44:18.909, 	1, 	1, 	21.755, 	17.6263, 	0, 	8, 	2.432, 	(-0.919493,0.363119);(0.248957,1.79667);(0.307879,-1.12237);(-0.362658,1.03741);
14:44:18.938, 	1, 	2, 	21.2234, 	22.4427, 	1, 	8, 	2.432, 	(0.143759,-0.182088);
14:44:18.958, 	1, 	2, 	18.7452, 	19.3953, 	1, 	8, 	2.432, 	(-0.258054,-0.133167);
14:44:18.978, 	1, 	2, 	19.3148, 	21.1714, 	1, 	8, 	2.432, 	(0.156137,0.148647);
14:44:18.998, 	1, 	2, 	19.9309, 	20.4067, 	1, 	8, 	2.432, 	(0.0624367,-0.163264);
14:44:19.018, 	1, 	2, 	17.8335, 	20.3498, 	1, 	8, 	2.432, 	(-0.292351,-0.229102);
14:44:19.039, 	1, 	2, 	18.5496, 	21.1261, 	1, 	8, 	2.432, 	(-0.155976,-0.346605);
14:44:19.059, 	1, 	2, 	20.1574, 	22.9675, 	1, 	4, 	2.432, 	(-0.149511,0.224593);
14:44:19.079, 	1, 	2, 	17.276, 	19.6703, 	1, 	4, 	2.736, 	(-0.330164,0.132646);
14:44:19.099, 	1, 	2, 	21.2454, 	24.6261, 	1, 	4, 	2.736, 	(0.277276,-0.467908);
14:44:19.119, 	1, 	2, 	19.4237, 	24.2076, 	1, 	4, 	3.04, 	(-0.0617574,0.597989);
14:44:19.139, 	1, 	2, 	21.375, 	24.0209, 	1, 	4, 	3.04, 	(-0.147315,-0.381948);
14:44:19.159, 	1, 	2, 	17.4832, 	22.8156, 	1, 	4, 	3.04, 	(-0.541492,-0.154795);
14:44:19.180, 	1, 	2, 	18.6592, 	24.815, 	1, 	4, 	3.04, 	(-0.390532,-0.458973);
14:44:19.200, 	1, 	2, 	20.0271, 	25.2325, 	1, 	4, 	3.04, 	(0.603318,0.0406582);
14:44:19.220, 	1, 	2, 	18.9467, 	24.1607, 	1, 	4, 	3.04, 	(0.601751,0.0141831);
14:44:19.240, 	1, 	2, 	20.0733, 	24.4143, 	1, 	4, 	3.04, 	(-0.158694,0.532007);
14:44:19.250, 	1, 	2, 	19.7812, 	24.3262, 	1, 	4, 	3.04, 	(0.602666,-0.00483926);
14:44:19.270, 	1, 	2, 	20.1991, 	23.8683, 	1, 	4, 	3.04, 	(0.438655,-0.0971036);
14:44:19.290, 	1, 	2, 	17.9321, 	21.3841, 	1, 	4, 	3.04, 	(-0.548858,0.0191632);
14:44:19.310, 	1, 	2, 	20.6854, 	19.0103, 	1, 	4, 	3.04, 	(0.201241,0.236125);
14:44:19.331, 	1, 	2, 	19.2055, 	24.5481, 	1, 	4, 	3.04, 	(0.294484,0.36205);
14:44:19.351, 	1, 	2, 	16.8616, 	20.899, 	1, 	4, 	3.04, 	(-0.0696908,-0.477917);
14:44:19.372, 	1, 	2, 	17.2702, 	23.1525, 	1, 	-1.249e-14, 	3.04, 	(0.0425204,-0.532576);
14:44:19.392, 	1, 	2, 	17.8466, 	23.7415, 	1, 	-1.249e-14, 	3.04, 	(0.310023,0.425276);
14:44:19.411, 	1, 	2, 	15.8362, 	20.6457, 	1, 	-1.249e-14, 	3.04, 	(0.122445,-0.435382);
14:44:19.432, 	1, 	2, 	17.628, 	21.7078, 	1, 	-1.249e-14, 	3.04, 	(0.409515,0.332812);
14:44:19.452, 	1, 	2, 	17.8577, 	22.2779, 	1, 	-1.249e-14, 	3.04, 	(-0.11689,0.559934);
14:44:19.472, 	1, 	2, 	18.7453, 	24.4868, 	1, 	-1.249e-14, 	3.04, 	(-0.00147409,-0.404254);
14:44:19.493, 	1, 	2, 	19.6918, 	24.0005, 	1, 	-1.249e-14, 	3.04, 	(-0.42242,-0.308086);
14:44:19.513, 	1, 	2, 	17.9858, 	22.9144, 	1, 	-1.249e-14, 	3.04, 	(0.107309,-0.411924);
14:44:19.533, 	1, 	2, 	19.5652, 	23.739, 	1, 	-1.249e-14, 	3.04, 	(-0.0180686,-0.49663);
14:44:19.553, 	1, 	2, 	16.6188, 	18.5841, 	1, 	-1.249e-14, 	3.04, 	(-0.301443,-0.0458057);
14:44:19.573, 	1, 	2, 	19.5428, 	23.6157, 	1, 	-1.249e-14, 	3.04, 	(0.177822,-0.395421);
14:44:19.593, 	1, 	2, 	18.2849, 	23.4205, 	1, 	-1.249e-14, 	3.04, 	(0.00517553,-0.374817);
14:44:19.614, 	1, 	2, 	15.3647, 	20.6776, 	1, 	-1.249e-14, 	3.04, 	(-0.0611077,-0.445761);
14:44:19.634, 	1, 	2, 	17.6505, 	22.9117, 	1, 	-1.249e-14, 	3.04, 	(0.466428,0.160978);
14:44:19.654, 	1, 	2, 	17.8626, 	22.7123, 	1, 	-1.249e-14, 	3.04, 	(-0.313509,-0.395249);
14:44:19.674, 	1, 	2, 	19.712, 	23.9332, 	1, 	-1.249e-14, 	3.04, 	(-0.466871,-0.146507);
14:44:19.694, 	1, 	2, 	18.3691, 	23.5815, 	1, 	-1.249e-14, 	3.04, 	(-0.314354,-0.341458);
14:44:19.715, 	1, 	2, 	18.9227, 	23.3071, 	1, 	-1.249e-14, 	3.04, 	(0.480456,0.0873434);
14:44:19.735, 	1, 	2, 	18.3799, 	23.4242, 	1, 	-1.249e-14, 	3.04, 	(0.323305,0.133061);
14:44:19.755, 	1, 	2, 	16.1154, 	21.8923, 	1, 	-1.249e-14, 	3.04, 	(-0.338788,0.310154);
