(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:37:07.012, 	1, 	2, 	28.435, 	22.1268, 	1, 	4, 	3.04, 	(-0.00730314,0.0171646);
17:37:07.032, 	1, 	2, 	29.7378, 	23.6104, 	1, 	4, 	3.04, 	(0.283055,-0.193508);
17:37:07.052, 	1, 	2, 	30.2368, 	23.2412, 	1, 	-1.249e-14, 	3.04, 	(0.314644,-0.0441693);
17:37:07.072, 	1, 	2, 	29.0565, 	23.8241, 	1, 	-1.249e-14, 	3.04, 	(-0.279295,0.0791309);
17:37:07.092, 	1, 	2, 	28.6553, 	20.4411, 	1, 	-1.249e-14, 	3.04, 	(0.0226663,0.103602);
17:37:07.113, 	1, 	2, 	20.546, 	19.3615, 	1, 	-1.249e-14, 	3.04, 	(0.145643,0.235859);
17:37:07.133, 	1, 	2, 	30.2925, 	20.3242, 	1, 	-1.249e-14, 	3.04, 	(-0.145334,0.0808351);
17:37:07.153, 	1, 	2, 	29.2479, 	20.0398, 	1, 	-1.249e-14, 	3.04, 	(-0.109964,0.235255);
17:37:07.173, 	1, 	2, 	30.9112, 	20.8783, 	1, 	-1.249e-14, 	3.04, 	(0.0195552,-0.231537);
17:37:07.193, 	1, 	2, 	24.0029, 	20.7554, 	1, 	-1.249e-14, 	3.04, 	(0.208,-0.238969);
17:37:07.213, 	1, 	2, 	29.7316, 	26.6428, 	1, 	-1.249e-14, 	3.04, 	(0.948922,0.288632);
17:37:07.233, 	1, 	2, 	19.5574, 	24.0075, 	1, 	-1.249e-14, 	3.04, 	(0.574148,0.774656);
17:37:07.255, 	1, 	2, 	23.4879, 	26.124, 	1, 	-1.249e-14, 	3.04, 	(-0.707516,0.780301);
17:37:07.274, 	1, 	2, 	28.8048, 	25.1235, 	1, 	-1.249e-14, 	3.04, 	(-0.514726,-0.329643);
17:37:07.298, 	1, 	2, 	24.6581, 	25.6623, 	1, 	-1.249e-14, 	3.04, 	(0.819424,0.0383591);
17:37:07.314, 	1, 	2, 	30.7311, 	24.9389, 	1, 	-1.249e-14, 	3.04, 	(0.338346,-0.609428);
17:37:07.335, 	1, 	2, 	27.5822, 	25.9272, 	1, 	-1.249e-14, 	3.04, 	(-0.171675,-0.890492);
17:37:07.354, 	1, 	2, 	19.6146, 	23.2668, 	1, 	-1.249e-14, 	3.04, 	(0.927209,0.331658);
17:37:07.375, 	1, 	2, 	31.0192, 	17.2008, 	1, 	-1.249e-14, 	3.04, 	(0.39316,-0.25265);
17:37:07.395, 	1, 	2, 	30.503, 	26.0549, 	1, 	-1.249e-14, 	3.04, 	(-0.238968,-0.563561);
17:37:07.415, 	1, 	2, 	32.1642, 	27.0212, 	1, 	-1.249e-14, 	3.04, 	(0.21532,-0.946265);
17:37:07.436, 	1, 	2, 	31.9639, 	25.8385, 	1, 	-1.249e-14, 	3.04, 	(-0.770603,-0.363451);
17:37:07.455, 	1, 	2, 	26.9261, 	25.8147, 	1, 	-1.249e-14, 	3.04, 	(0.785746,0.417061);
17:37:07.476, 	1, 	2, 	29.107, 	21.7724, 	1, 	-1.249e-14, 	3.04, 	(0.0785459,-0.0813605);
17:37:07.496, 	1, 	2, 	22.0307, 	20.7162, 	1, 	-1.249e-14, 	3.04, 	(-0.297386,0.060286);
17:37:07.516, 	1, 	2, 	29.921, 	21.5257, 	1, 	-1.249e-14, 	3.04, 	(0.135741,0.0111298);
17:37:07.536, 	1, 	2, 	31.617, 	26.2349, 	1, 	-1.249e-14, 	3.04, 	(0.113367,0.801416);
17:37:07.556, 	1, 	2, 	21.1736, 	25.2764, 	1, 	-1.249e-14, 	3.04, 	(0.195343,1.02806);
17:37:07.576, 	1, 	2, 	26.0836, 	26.5797, 	1, 	-1.249e-14, 	3.04, 	(0.792216,-0.721034);
17:37:07.596, 	1, 	2, 	29.2575, 	26.4442, 	1, 	-1.249e-14, 	3.04, 	(0.407321,0.481645);
17:37:07.618, 	1, 	2, 	21.0017, 	25.0174, 	1, 	-1.249e-14, 	3.04, 	(1.02057,0.0935891);
17:37:07.639, 	1, 	2, 	30.2859, 	25.591, 	1, 	-1.249e-14, 	3.04, 	(-0.351534,0.722273);
17:37:07.657, 	1, 	2, 	32.082, 	21.3977, 	1, 	-1.249e-14, 	3.04, 	(0.00246219,-0.246216);
17:37:07.677, 	1, 	2, 	20.893, 	24.632, 	1, 	-1.249e-14, 	3.04, 	(0.879129,0.311023);
17:37:07.698, 	1, 	2, 	24.7988, 	25.9595, 	1, 	-1.249e-14, 	3.04, 	(-0.515565,0.853751);
17:37:07.718, 	1, 	2, 	29.3759, 	25.8176, 	1, 	-1.249e-14, 	3.04, 	(0.044458,0.384214);
17:37:07.738, 	1, 	2, 	20.4598, 	24.7251, 	1, 	-1.249e-14, 	3.04, 	(-0.134432,1.01408);
17:37:07.758, 	1, 	2, 	23.7099, 	26.3241, 	1, 	-1.249e-14, 	3.04, 	(0.388697,0.978719);
17:37:07.778, 	1, 	2, 	29.7471, 	26.1591, 	1, 	-1.249e-14, 	3.04, 	(0.308768,0.41268);
17:37:07.798, 	1, 	2, 	32.0305, 	21.2243, 	1, 	-1.249e-14, 	3.04, 	(-0.277109,0.0357352);
17:37:07.818, 	1, 	2, 	22.9699, 	20.6886, 	1, 	-1.249e-14, 	3.04, 	(-0.254299,-0.252893);
17:37:07.838, 	1, 	2, 	27.232, 	21.6932, 	1, 	-1.249e-14, 	3.04, 	(0.270659,0.193999);
17:37:07.859, 	1, 	2, 	19.406, 	20.8373, 	1, 	-1.249e-14, 	3.04, 	(-0.185502,-0.338716);
17:37:07.879, 	1, 	2, 	31.3687, 	21.3742, 	1, 	-1.249e-14, 	3.04, 	(0.232809,0.0384692);
17:37:07.899, 	1, 	2, 	30.6757, 	21.6929, 	1, 	-1.249e-14, 	3.04, 	(0.129565,0.123899);
17:37:07.919, 	1, 	2, 	19.0277, 	21.5017, 	1, 	-1.249e-14, 	3.04, 	(0.249059,0.270653);
17:37:07.939, 	1, 	2, 	22.2855, 	25.1033, 	1, 	-1.249e-14, 	3.04, 	(0.120577,0.95984);
17:37:07.959, 	1, 	2, 	26.0167, 	27.153, 	1, 	-1.249e-14, 	3.04, 	(0.181629,-0.976454);
17:37:07.979, 	1, 	2, 	29.1238, 	22.384, 	1, 	-1.249e-14, 	3.04, 	(0.0225976,0.101465);
17:37:08.000, 	1, 	2, 	21.8923, 	20.7615, 	1, 	-1.249e-14, 	3.04, 	(-0.0509975,-0.390318);
17:37:08.020, 	1, 	2, 	30.1737, 	24.3317, 	1, 	-1.249e-14, 	3.04, 	(0.0750645,-0.189537);
17:37:08.040, 	1, 	2, 	30.6062, 	22.623, 	1, 	-1.249e-14, 	3.04, 	(0.243143,0.212331);
17:37:08.060, 	1, 	2, 	21.8039, 	25.3169, 	1, 	-1.249e-14, 	3.04, 	(-0.487882,-0.792651);
17:37:08.080, 	1, 	2, 	25.4974, 	26.1443, 	1, 	-1.249e-14, 	3.04, 	(0.660392,-0.675258);
17:37:08.100, 	1, 	2, 	30.4431, 	25.4398, 	1, 	-1.249e-14, 	3.04, 	(0.358426,0.785098);
17:37:08.121, 	1, 	2, 	30.9962, 	25.8628, 	1, 	-1.249e-14, 	3.04, 	(0.738753,-0.350195);
17:37:08.141, 	1, 	2, 	25.0768, 	26.228, 	1, 	-1.249e-14, 	3.04, 	(-0.853951,0.559221);
17:37:08.161, 	1, 	2, 	29.114, 	26.2292, 	1, 	-1.249e-14, 	3.04, 	(-0.547398,-0.273367);
