(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
17:15:44.679, 	1, 	2, 	28.3531, 	25.5423, 	1, 	-1.249e-14, 	3.04, 	(-0.114454,0.499603);
17:15:44.698, 	1, 	2, 	19.7622, 	22.0797, 	1, 	-1.249e-14, 	3.04, 	(-0.151305,0.69693);
17:15:44.719, 	1, 	2, 	29.4051, 	25.0268, 	1, 	-1.249e-14, 	3.04, 	(0.0220079,-0.530074);
17:15:44.742, 	0, 	2, 	29.3362, 	13.5737, 	1, 	-1.249e-14, 	3.04, 	(0.0371993,0.0589579);
17:15:44.760, 	1, 	2, 	29.6813, 	26.7653, 	1, 	4, 	2.736, 	(0.811014,-0.00689023);
17:15:44.774, 	1, 	1, 	28.6732, 	19.4037, 	0, 	4, 	2.432, 	(-0.215539,1.47143);(1.68847,0.884535);(0.307895,-2.24501);(-2.02488,0.889988);
17:15:44.799, 	1, 	2, 	28.7909, 	25.3567, 	1, 	4, 	2.432, 	(0.101396,-0.637841);
17:15:44.820, 	1, 	2, 	28.6298, 	26.4036, 	1, 	4, 	2.432, 	(0.140437,0.510682);
17:15:44.840, 	1, 	2, 	20.612, 	23.3848, 	1, 	4, 	2.432, 	(-0.823523,0.113845);
17:15:44.860, 	1, 	2, 	29.5094, 	25.2876, 	1, 	4, 	2.432, 	(0.171616,-0.722026);
17:15:44.880, 	1, 	2, 	27.0279, 	26.6599, 	1, 	4, 	2.432, 	(-0.226306,0.868905);
17:15:44.900, 	1, 	2, 	19.753, 	24.0901, 	1, 	4, 	2.432, 	(-0.624974,-0.585384);
17:15:44.920, 	1, 	2, 	28.4042, 	25.9898, 	1, 	4, 	2.432, 	(-0.258408,0.718685);
17:15:44.940, 	1, 	2, 	26.9764, 	26.0519, 	1, 	4, 	2.736, 	(0.170413,0.873233);
17:15:44.960, 	1, 	2, 	19.3524, 	23.9368, 	1, 	4, 	2.736, 	(0.306833,0.792353);
17:15:44.981, 	1, 	2, 	22.819, 	22.8373, 	1, 	4, 	3.04, 	(0.329477,0.433298);
17:15:45.001, 	1, 	2, 	27.9856, 	24.2036, 	1, 	4, 	3.04, 	(-0.338343,-0.122811);
17:15:45.021, 	1, 	2, 	29.2316, 	24.0057, 	1, 	4, 	3.04, 	(0.202295,-0.434164);
17:15:45.041, 	1, 	2, 	22.6728, 	22.5509, 	1, 	4, 	3.04, 	(0.364627,-0.384109);
17:15:45.061, 	0, 	2, 	28.0047, 	16.7657, 	1, 	4, 	3.04, 	(-0.0536325,0.21451);
17:15:45.082, 	1, 	2, 	29.2445, 	26.7502, 	1, 	8, 	2.736, 	(-0.844753,0.28739);
17:15:45.093, 	1, 	1, 	25.6122, 	16.9359, 	0, 	8, 	2.432, 	(0.192934,1.19406);(1.61564,0.513335);(0.338114,-2.2424);(-2.12103,0.55473);
17:15:45.122, 	1, 	2, 	27.1364, 	21.4473, 	1, 	8, 	2.432, 	(-0.182063,0.531324);
17:15:45.142, 	1, 	2, 	27.604, 	23.9438, 	1, 	8, 	2.432, 	(-0.248208,-0.127457);
17:15:45.162, 	1, 	2, 	29.6458, 	24.4252, 	1, 	8, 	2.432, 	(0.380871,0.112438);
17:15:45.182, 	1, 	2, 	28.3426, 	23.7915, 	1, 	8, 	2.432, 	(0.208052,0.27478);
17:15:45.203, 	1, 	2, 	28.329, 	23.8986, 	1, 	8, 	2.432, 	(-0.16601,-0.230662);
17:15:45.223, 	1, 	2, 	19.5845, 	21.4079, 	1, 	8, 	2.432, 	(0.456298,0.0818995);
17:15:45.243, 	1, 	2, 	22.5089, 	22.5146, 	1, 	4, 	2.432, 	(0.0972818,-0.448866);
17:15:45.263, 	1, 	2, 	28.2627, 	24.112, 	1, 	4, 	2.736, 	(-0.258555,0.129084);
17:15:45.283, 	1, 	2, 	19.2202, 	21.3665, 	1, 	4, 	2.736, 	(-0.0114348,0.479207);
17:15:45.303, 	1, 	2, 	21.972, 	22.308, 	1, 	4, 	3.04, 	(0.185944,0.423356);
17:15:45.323, 	1, 	2, 	26.4515, 	26.1673, 	1, 	4, 	3.04, 	(0.926413,0.193862);
17:15:45.344, 	1, 	2, 	29.417, 	25.3428, 	1, 	4, 	3.04, 	(0.230083,-0.488645);
17:15:45.364, 	1, 	2, 	29.3969, 	25.7711, 	1, 	4, 	3.04, 	(-0.801424,0.205714);
17:15:45.384, 	1, 	2, 	28.3735, 	24.6402, 	1, 	4, 	3.04, 	(0.0340494,0.596059);
17:15:45.404, 	1, 	2, 	28.3902, 	25.6775, 	1, 	4, 	3.04, 	(0.137517,-0.573634);
17:15:45.425, 	1, 	2, 	30.0403, 	24.6995, 	1, 	4, 	3.04, 	(-0.818787,0.0590922);
17:15:45.444, 	1, 	2, 	29.802, 	25.3596, 	1, 	4, 	3.04, 	(-0.647559,-0.302971);
17:15:45.464, 	1, 	2, 	27.9221, 	26.791, 	1, 	4, 	3.04, 	(0.341217,-0.50936);
17:15:45.485, 	1, 	2, 	19.5625, 	24.5649, 	1, 	4, 	3.04, 	(0.403424,-0.758837);
17:15:45.504, 	1, 	2, 	22.1302, 	25.0845, 	1, 	4, 	3.04, 	(0.723002,0.513466);
17:15:45.525, 	1, 	2, 	28.1482, 	25.7943, 	1, 	4, 	3.04, 	(0.220592,-0.608052);
17:15:45.545, 	1, 	2, 	19.307, 	22.8707, 	1, 	4, 	3.04, 	(-0.378877,0.695545);
17:15:45.565, 	1, 	2, 	28.8706, 	24.9473, 	1, 	-1.249e-14, 	3.04, 	(0.0461681,0.740834);
17:15:45.585, 	1, 	2, 	25.9989, 	25.4271, 	1, 	-1.249e-14, 	3.04, 	(-0.225338,0.785306);
